subject,glm_task_localizer,glm_task_response,localizer_contrast,glm_response_contrast,hemisphere,mask,model,enc_feature_name,glm_weight,encoding_response,ISC,cross-subject encoding (MT+STS+language),cross-subject encoding (ISC),num_voxels,proportion_voxels,averaged_localizer_runs,averaged_response_runs
sub-06,SIpointlights,SIpointlights,interact&no_interact,no_interact,right,MT,vislang,alexnet_layer4,3.806440265742207,0.009556383488942208,0.08238574663253945,0.6746549219747022,0.6448065319380628,121.66666666666667,0.7073643410852712,"12,23,13","3,1,2"
sub-06,SIpointlights,SIpointlights,interact&no_interact,no_interact,right,MT,vislang,alexnet_layer5,3.806440265742207,0.00595371303056864,0.08238574663253945,0.6746549219747022,0.6448065319380628,121.66666666666667,0.7073643410852712,"12,23,13","3,1,2"
sub-06,SIpointlights,SIpointlights,interact&no_interact,no_interact,right,MT,vislang,alexnet_layer6,3.806440265742207,0.016986567989241034,0.08238574663253945,0.6746549219747022,0.6448065319380628,121.66666666666667,0.7073643410852712,"12,23,13","3,1,2"
sub-06,SIpointlights,SIpointlights,interact&no_interact,no_interact,right,MT,vislang,alexnet_layer7,3.806440265742207,0.005700147012756206,0.08238574663253945,0.6746549219747022,0.6448065319380628,121.66666666666667,0.7073643410852712,"12,23,13","3,1,2"
sub-06,SIpointlights,SIpointlights,interact&no_interact,interact,left,MT,vislang,alexnet_layer1,2.521616171740868,0.0021670506973324863,0.08834557459170328,0.654812419483828,0.6054936603067843,50.333333333333336,0.2926356589147287,"12,23,13","3,1,2"
sub-06,SIpointlights,SIpointlights,interact&no_interact,interact,left,MT,vislang,alexnet_layer2,2.521616171740868,0.012056623451497614,0.08834557459170328,0.654812419483828,0.6054936603067843,50.333333333333336,0.2926356589147287,"12,23,13","3,1,2"
sub-06,SIpointlights,SIpointlights,interact&no_interact,interact,left,MT,vislang,alexnet_layer3,2.521616171740868,0.0036308871770357114,0.08834557459170328,0.654812419483828,0.6054936603067843,50.333333333333336,0.2926356589147287,"12,23,13","3,1,2"
sub-06,SIpointlights,SIpointlights,interact&no_interact,interact,left,MT,vislang,alexnet_layer4,2.521616171740868,0.009437798995970451,0.08834557459170328,0.654812419483828,0.6054936603067843,50.333333333333336,0.2926356589147287,"12,23,13","3,1,2"
sub-06,SIpointlights,SIpointlights,interact&no_interact,interact,left,MT,vislang,alexnet_layer5,2.521616171740868,0.006441896928898493,0.08834557459170328,0.654812419483828,0.6054936603067843,50.333333333333336,0.2926356589147287,"12,23,13","3,1,2"
sub-06,SIpointlights,SIpointlights,interact&no_interact,interact,left,MT,vislang,alexnet_layer6,2.521616171740868,0.006267709713109057,0.08834557459170328,0.654812419483828,0.6054936603067843,50.333333333333336,0.2926356589147287,"12,23,13","3,1,2"
sub-06,SIpointlights,SIpointlights,interact&no_interact,interact,left,MT,vislang,alexnet_layer7,2.521616171740868,0.004560071030602389,0.08834557459170328,0.654812419483828,0.6054936603067843,50.333333333333336,0.2926356589147287,"12,23,13","3,1,2"
sub-06,SIpointlights,SIpointlights,interact&no_interact,interact,right,MT,vislang,alexnet_layer1,3.8683763084598772,0.003231447551412158,0.08238574663253945,0.6746549219747022,0.6448065319380628,121.66666666666667,0.7073643410852712,"12,23,13","3,1,2"
sub-06,SIpointlights,SIpointlights,interact&no_interact,interact,right,MT,vislang,alexnet_layer2,3.8683763084598772,0.010886655262107935,0.08238574663253945,0.6746549219747022,0.6448065319380628,121.66666666666667,0.7073643410852712,"12,23,13","3,1,2"
sub-06,SIpointlights,SIpointlights,interact&no_interact,interact,right,MT,vislang,alexnet_layer3,3.8683763084598772,0.006266074247861839,0.08238574663253945,0.6746549219747022,0.6448065319380628,121.66666666666667,0.7073643410852712,"12,23,13","3,1,2"
sub-06,SIpointlights,SIpointlights,interact&no_interact,interact,right,MT,vislang,alexnet_layer4,3.8683763084598772,0.009556383488942208,0.08238574663253945,0.6746549219747022,0.6448065319380628,121.66666666666667,0.7073643410852712,"12,23,13","3,1,2"
