,subject,annotated_feature,region,method,score
1057,sub-50,valence,STS,cca,0.10005316965667962
1058,sub-50,valence,temporal,cca,0.04230508312909036
1059,sub-50,valence,frontal,cca,0.08613123876790696
1060,sub-50,arousal,MT,cca,0.06440500223553838
1061,sub-50,arousal,STS,cca,-0.12613197029774387
1062,sub-50,arousal,temporal,cca,-0.12043905239428807
1063,sub-50,arousal,frontal,cca,-0.014732769412871494
1064,sub-50,pitch,MT,cca,-0.031466101783350894
1065,sub-50,pitch,STS,cca,0.06364656167617326
1066,sub-50,pitch,temporal,cca,0.002834252043683594
1067,sub-50,pitch,frontal,cca,0.06544690409376255
1068,sub-50,amplitude,MT,cca,0.07943114667886315
1069,sub-50,amplitude,STS,cca,0.01057652054553615
1070,sub-50,amplitude,temporal,cca,0.07023442730749525
1071,sub-50,amplitude,frontal,cca,0.041052431373148734
1072,sub-50,music,MT,cca,-0.06983587149502342
1073,sub-50,music,STS,cca,0.04239487249529419
1074,sub-50,music,temporal,cca,0.07455720302694901
1075,sub-50,music,frontal,cca,-0.02951478558603271
1076,sub-50,speaking,MT,cca,0.08835463525753291
1077,sub-50,speaking,STS,cca,-0.05932346840798568
1078,sub-50,speaking,temporal,cca,-0.06568873216421674
1079,sub-50,speaking,frontal,cca,-0.018583165560546976
1080,sub-50,turn taking,MT,cca,0.09026773577394157
1081,sub-50,turn taking,STS,cca,0.02600326134952864
1082,sub-50,turn taking,temporal,cca,0.060945722159022386
1083,sub-50,turn taking,frontal,cca,0.03815720071393462
1084,sub-50,mentalization,MT,cca,0.10343419376124503
1085,sub-50,mentalization,STS,cca,0.026186544938966973
1086,sub-50,mentalization,temporal,cca,0.010245191938543985
1087,sub-50,mentalization,frontal,cca,-0.03230397753552172
1088,sub-50,written text,MT,cca,0.047981456748874926
1089,sub-50,written text,STS,cca,-0.008026554456622214
1090,sub-50,written text,temporal,cca,-0.044399028939870536
1091,sub-50,written text,frontal,cca,-0.009469958380615729
1092,sub-51,pixel,MT,cca,0.05792944770653437
1093,sub-51,pixel,STS,cca,0.05792944770653437
1094,sub-51,pixel,temporal,cca,0.05792944770653437
1095,sub-51,pixel,frontal,cca,0.05792944770653437
1096,sub-51,hue,MT,cca,0.09939368517810916
1097,sub-51,hue,STS,cca,0.09939368517810916
1098,sub-51,hue,temporal,cca,0.09939368517810916
1099,sub-51,hue,frontal,cca,0.09939368517810916
1100,sub-51,face,MT,cca,0.05836610157795623
1101,sub-51,face,STS,cca,0.05836610157795623
1102,sub-51,face,temporal,cca,0.05836610157795623
1103,sub-51,face,frontal,cca,0.05836610157795623
1104,sub-51,number of agents,MT,cca,-0.08042822167701809
1105,sub-51,number of agents,STS,cca,-0.08042822167701809
1106,sub-51,number of agents,temporal,cca,-0.08042822167701809
1107,sub-51,number of agents,frontal,cca,-0.08042822167701809
1108,sub-51,social,MT,cca,-0.11121546423180129
1109,sub-51,social,STS,cca,-0.11121546423180129
1110,sub-51,social,temporal,cca,-0.11121546423180129
1111,sub-51,social,frontal,cca,-0.11121546423180129
1112,sub-51,valence,MT,cca,0.07952106926791516
1113,sub-51,valence,STS,cca,0.07952106926791516
1114,sub-51,valence,temporal,cca,0.07952106926791516
1115,sub-51,valence,frontal,cca,0.07952106926791516
1116,sub-51,arousal,MT,cca,0.054556395131282034
1117,sub-51,arousal,STS,cca,0.054556395131282034
1118,sub-51,arousal,temporal,cca,0.054556395131282034
1119,sub-51,arousal,frontal,cca,0.054556395131282034
1120,sub-51,pitch,MT,cca,0.04364506265523895
1121,sub-51,pitch,STS,cca,0.04364506265523895
1122,sub-51,pitch,temporal,cca,0.04364506265523895
1123,sub-51,pitch,frontal,cca,0.04364506265523895
1124,sub-51,amplitude,MT,cca,-0.025289140999398163
1125,sub-51,amplitude,STS,cca,-0.025289140999398163
1126,sub-51,amplitude,temporal,cca,-0.025289140999398163
1127,sub-51,amplitude,frontal,cca,-0.025289140999398163
1128,sub-51,music,MT,cca,0.08090269653191881
1129,sub-51,music,STS,cca,0.08090269653191881
1130,sub-51,music,temporal,cca,0.08090269653191881
1131,sub-51,music,frontal,cca,0.08090269653191881
1132,sub-51,speaking,MT,cca,-0.061885459942606434
1133,sub-51,speaking,STS,cca,-0.061885459942606434
1134,sub-51,speaking,temporal,cca,-0.061885459942606434
1135,sub-51,speaking,frontal,cca,-0.061885459942606434
1136,sub-51,turn taking,MT,cca,0.047776840140663544
1137,sub-51,turn taking,STS,cca,0.047776840140663544
1138,sub-51,turn taking,temporal,cca,0.047776840140663544
1139,sub-51,turn taking,frontal,cca,0.047776840140663544
1140,sub-51,mentalization,MT,cca,0.020868467707843542
1141,sub-51,mentalization,STS,cca,0.020868467707843542
1142,sub-51,mentalization,temporal,cca,0.020868467707843542
1143,sub-51,mentalization,frontal,cca,0.020868467707843542
1144,sub-51,written text,MT,cca,0.0384492870390762
1145,sub-51,written text,STS,cca,0.0384492870390762
1146,sub-51,written text,temporal,cca,0.0384492870390762
1147,sub-51,written text,frontal,cca,0.0384492870390762
1148,sub-53,pixel,MT,cca,0.1327765337835209
1149,sub-53,pixel,STS,cca,0.07148789372592432
1150,sub-53,pixel,temporal,cca,0.03926943564267484
1151,sub-53,pixel,frontal,cca,0.13267799282841425
1152,sub-53,hue,MT,cca,-0.047587457746871474
1153,sub-53,hue,STS,cca,0.03254088443134524
1154,sub-53,hue,temporal,cca,0.023022160057075337
1155,sub-53,hue,frontal,cca,0.04088271444097293
1156,sub-53,face,MT,cca,0.021189560029229827
1157,sub-53,face,STS,cca,0.06267738741583054
1158,sub-53,face,temporal,cca,0.05145465329104226
1159,sub-53,face,frontal,cca,-0.03733020098242974
1160,sub-53,number of agents,MT,cca,0.010113072583858162
1161,sub-53,number of agents,STS,cca,0.007765608443667938
1162,sub-53,number of agents,temporal,cca,0.008038341634532209
1163,sub-53,number of agents,frontal,cca,-0.062098363009781776
1164,sub-53,social,MT,cca,0.0007707971500231948
1165,sub-53,social,STS,cca,0.08211212445781597
1166,sub-53,social,temporal,cca,0.04808069214246689
1167,sub-53,social,frontal,cca,-0.06174726393882644
1168,sub-53,valence,MT,cca,0.09190120732369463
1169,sub-53,valence,STS,cca,0.019162971469233358
1170,sub-53,valence,temporal,cca,0.16839587934332895
1171,sub-53,valence,frontal,cca,-0.126096768138632
1172,sub-53,arousal,MT,cca,0.06455735949090077
1173,sub-53,arousal,STS,cca,-0.03954682602672741
1174,sub-53,arousal,temporal,cca,-0.00950521714497965
1175,sub-53,arousal,frontal,cca,0.07298700972691567
1176,sub-53,pitch,MT,cca,0.07204882942645115
1177,sub-53,pitch,STS,cca,-0.0036572897707547016
1178,sub-53,pitch,temporal,cca,-0.017982634297622813
1179,sub-53,pitch,frontal,cca,0.019347164706373654
1180,sub-53,amplitude,MT,cca,0.033369559155996376
1181,sub-53,amplitude,STS,cca,0.060141667506100324
1182,sub-53,amplitude,temporal,cca,0.02488864678420426
1183,sub-53,amplitude,frontal,cca,-0.0755132032601346
1184,sub-53,music,MT,cca,-0.028833617038957128
1185,sub-53,music,STS,cca,-0.01511789713683558
1186,sub-53,music,temporal,cca,0.06908925801683947
1187,sub-53,music,frontal,cca,0.046886956767740504
1188,sub-53,speaking,MT,cca,-0.09161774328447106
1189,sub-53,speaking,STS,cca,0.04831789835629552
1190,sub-53,speaking,temporal,cca,-0.08849384440413641
1191,sub-53,speaking,frontal,cca,-0.05062725606683107
1192,sub-53,turn taking,MT,cca,0.012515298387317353
1193,sub-53,turn taking,STS,cca,0.10097260779460053
1194,sub-53,turn taking,temporal,cca,0.03533036913223151
1195,sub-53,turn taking,frontal,cca,-0.026075860713663235
1196,sub-53,mentalization,MT,cca,0.034504067872474974
1197,sub-53,mentalization,STS,cca,-0.011709083922962793
1198,sub-53,mentalization,temporal,cca,0.020343960465518895
1199,sub-53,mentalization,frontal,cca,0.09958275790949478
1200,sub-53,written text,MT,cca,0.02586522286651525
1201,sub-53,written text,STS,cca,0.03201661892287015
1202,sub-53,written text,temporal,cca,0.047656791966588806
1203,sub-53,written text,frontal,cca,-0.05416805492069239
1204,sub-54,pixel,MT,cca,0.1236442142778373
1205,sub-54,pixel,STS,cca,0.055769774657717305
1206,sub-54,pixel,temporal,cca,0.0628291069635268
1207,sub-54,pixel,frontal,cca,0.09678189220698914
1208,sub-54,hue,MT,cca,0.016072584096373556
1209,sub-54,hue,STS,cca,-0.02958805220176668
1210,sub-54,hue,temporal,cca,-0.08184174627245448
1211,sub-54,hue,frontal,cca,0.08453011274026263
1212,sub-54,face,MT,cca,0.05549064153654726
1213,sub-54,face,STS,cca,0.029078113662784545
1214,sub-54,face,temporal,cca,0.09050371584564107
1215,sub-54,face,frontal,cca,-0.020605776201998594
1216,sub-54,number of agents,MT,cca,0.018010686016580024
1217,sub-54,number of agents,STS,cca,-0.029267593272869697
1218,sub-54,number of agents,temporal,cca,0.05234198169307058
1219,sub-54,number of agents,frontal,cca,0.043491625727522056
1220,sub-54,social,MT,cca,0.05907009478452312
1221,sub-54,social,STS,cca,0.03681567581318061
1222,sub-54,social,temporal,cca,-0.030788181473142485
1223,sub-54,social,frontal,cca,-0.0066847122124191975
1224,sub-54,valence,MT,cca,0.08918640886630406
1225,sub-54,valence,STS,cca,0.1321402908944283
1226,sub-54,valence,temporal,cca,0.10445014043421672
1227,sub-54,valence,frontal,cca,0.015890319120776188
1228,sub-54,arousal,MT,cca,-0.028380574054982687
1229,sub-54,arousal,STS,cca,-0.07971298701373189
1230,sub-54,arousal,temporal,cca,0.07387518040524896
1231,sub-54,arousal,frontal,cca,0.049292721473323975
1232,sub-54,pitch,MT,cca,0.057427269088749885
1233,sub-54,pitch,STS,cca,-0.1328479652217401
1234,sub-54,pitch,temporal,cca,0.0576070508562724
1235,sub-54,pitch,frontal,cca,0.02110262853233553
1236,sub-54,amplitude,MT,cca,-0.11709546208246532
1237,sub-54,amplitude,STS,cca,0.01227709147553171
1238,sub-54,amplitude,temporal,cca,0.010137143144638806
1239,sub-54,amplitude,frontal,cca,0.039049226114261294
1240,sub-54,music,MT,cca,-0.04887164301663205
1241,sub-54,music,STS,cca,-0.020977811833774052
1242,sub-54,music,temporal,cca,0.022440552675032355
1243,sub-54,music,frontal,cca,0.08098396892474206
1244,sub-54,speaking,MT,cca,-0.013427024604992566
1245,sub-54,speaking,STS,cca,0.011165723029800966
1246,sub-54,speaking,temporal,cca,-0.022309365918943457
1247,sub-54,speaking,frontal,cca,-0.03469320916735763
1248,sub-54,turn taking,MT,cca,0.025343852637506027
1249,sub-54,turn taking,STS,cca,0.06572054648317946
1250,sub-54,turn taking,temporal,cca,0.03393245199817567
1251,sub-54,turn taking,frontal,cca,0.04777086317311019
1252,sub-54,mentalization,MT,cca,0.06200700218157969
1253,sub-54,mentalization,STS,cca,-0.010348609606433157
1254,sub-54,mentalization,temporal,cca,-0.007949239009307307
1255,sub-54,mentalization,frontal,cca,0.06904340299342851
1256,sub-54,written text,MT,cca,0.020787560895849922
1257,sub-54,written text,STS,cca,0.05725278208326769
1258,sub-54,written text,temporal,cca,0.05730738726027127
1259,sub-54,written text,frontal,cca,-0.0009243347657289736
1260,sub-55,pixel,MT,cca,0.1355579834028037
1261,sub-55,pixel,STS,cca,0.05428800751977501
1262,sub-55,pixel,temporal,cca,-0.007976715555937642
1263,sub-55,pixel,frontal,cca,0.11363590600883733
1264,sub-55,hue,MT,cca,-0.042374280738854096
1265,sub-55,hue,STS,cca,0.056693693332207216
1266,sub-55,hue,temporal,cca,0.1418472756134932
1267,sub-55,hue,frontal,cca,-0.12291512900721294
1268,sub-55,face,MT,cca,0.04465398201642019
1269,sub-55,face,STS,cca,0.039312906917782775
1270,sub-55,face,temporal,cca,-0.028855003749582497
1271,sub-55,face,frontal,cca,0.07129610195200364
1272,sub-55,number of agents,MT,cca,-0.012473969327125078
1273,sub-55,number of agents,STS,cca,0.08263564140110077
1274,sub-55,number of agents,temporal,cca,-0.04526923917581842
1275,sub-55,number of agents,frontal,cca,0.019171719888558102
1276,sub-55,social,MT,cca,0.037260844771321834
1277,sub-55,social,STS,cca,-0.005926213996069874
1278,sub-55,social,temporal,cca,0.01623037932740192
1279,sub-55,social,frontal,cca,-0.03320185753196858
1280,sub-55,valence,MT,cca,0.09473331897944677
1281,sub-55,valence,STS,cca,0.27636706732612953
1282,sub-55,valence,temporal,cca,0.03171206264875433
1283,sub-55,valence,frontal,cca,-0.028243657534561595
1284,sub-55,arousal,MT,cca,-0.09018205290063674
1285,sub-55,arousal,STS,cca,0.056398033388539416
1286,sub-55,arousal,temporal,cca,-0.06622302458700266
1287,sub-55,arousal,frontal,cca,0.1313787101989215
1288,sub-55,pitch,MT,cca,0.07257141823202366
1289,sub-55,pitch,STS,cca,0.0342284301254628
1290,sub-55,pitch,temporal,cca,0.048183039293759576
1291,sub-55,pitch,frontal,cca,-0.06125038438855257
1292,sub-55,amplitude,MT,cca,-0.04669626186899369
1293,sub-55,amplitude,STS,cca,0.008828397653116582
1294,sub-55,amplitude,temporal,cca,-0.08195657168273704
1295,sub-55,amplitude,frontal,cca,-0.0075243385191631875
1296,sub-55,music,MT,cca,-0.035240480049160514
1297,sub-55,music,STS,cca,0.0303082653846255
1298,sub-55,music,temporal,cca,0.14253672638907075
1299,sub-55,music,frontal,cca,0.06258823427830604
1300,sub-55,speaking,MT,cca,-0.03845900544330401
1301,sub-55,speaking,STS,cca,-0.0065920161780437915
1302,sub-55,speaking,temporal,cca,-0.028508777850561384
1303,sub-55,speaking,frontal,cca,-0.03138419128261001
1304,sub-55,turn taking,MT,cca,0.03139427261921468
1305,sub-55,turn taking,STS,cca,-0.055774216002559454
1306,sub-55,turn taking,temporal,cca,0.021291640030715375
1307,sub-55,turn taking,frontal,cca,0.01987577767865254
1308,sub-55,mentalization,MT,cca,0.03986325469510739
1309,sub-55,mentalization,STS,cca,0.057219649151341326
1310,sub-55,mentalization,temporal,cca,0.03433491145244416
1311,sub-55,mentalization,frontal,cca,0.10328353383243956
1312,sub-55,written text,MT,cca,0.03418851808937009
1313,sub-55,written text,STS,cca,-0.04243792485192881
1314,sub-55,written text,temporal,cca,-0.01649425099101449
1315,sub-55,written text,frontal,cca,-0.031060186745169326
1316,sub-56,pixel,MT,cca,0.03948952841391207
1317,sub-56,pixel,STS,cca,0.13151955113893754
1318,sub-56,pixel,temporal,cca,-0.009475248562064432
1319,sub-56,pixel,frontal,cca,0.11739889568653059
1320,sub-56,hue,MT,cca,-0.012031416457556187
1321,sub-56,hue,STS,cca,-0.07881463802619863
1322,sub-56,hue,temporal,cca,-0.06958314660365758
1323,sub-56,hue,frontal,cca,-0.01243580599774834
1324,sub-56,face,MT,cca,0.012150592434426667
1325,sub-56,face,STS,cca,0.08849961180990243
1326,sub-56,face,temporal,cca,0.03354873492127575
1327,sub-56,face,frontal,cca,0.06915329756998907
1328,sub-56,number of agents,MT,cca,0.07652969377633836
1329,sub-56,number of agents,STS,cca,0.0347512552197017
1330,sub-56,number of agents,temporal,cca,0.0064905919188419595
1331,sub-56,number of agents,frontal,cca,-0.002241485565017598
1332,sub-56,social,MT,cca,0.039303355807563035
1333,sub-56,social,STS,cca,0.11611510891829117
1334,sub-56,social,temporal,cca,0.011459448619645606
1335,sub-56,social,frontal,cca,0.1287509048562962
1336,sub-56,valence,MT,cca,0.2013107875714028
1337,sub-56,valence,STS,cca,0.1745467194458336
1338,sub-56,valence,temporal,cca,0.09845265256434758
1339,sub-56,valence,frontal,cca,0.14624261191432888
1340,sub-56,arousal,MT,cca,0.028380134739064956
1341,sub-56,arousal,STS,cca,0.09573183129676681
1342,sub-56,arousal,temporal,cca,0.08712605701475998
1343,sub-56,arousal,frontal,cca,0.07278505101497904
1344,sub-56,pitch,MT,cca,0.10812108800467946
1345,sub-56,pitch,STS,cca,0.016302202824128375
1346,sub-56,pitch,temporal,cca,0.057752972232598634
1347,sub-56,pitch,frontal,cca,-0.04451080246693915
1348,sub-56,amplitude,MT,cca,-0.052921735676263196
1349,sub-56,amplitude,STS,cca,0.0658858196208443
1350,sub-56,amplitude,temporal,cca,0.017109291061286537
1351,sub-56,amplitude,frontal,cca,0.07884663893897248
1352,sub-56,music,MT,cca,0.008439255723593119
1353,sub-56,music,STS,cca,-0.1378106116300141
1354,sub-56,music,temporal,cca,-0.08436491029254034
1355,sub-56,music,frontal,cca,-0.11166824529435466
1356,sub-56,speaking,MT,cca,0.051365914626900655
1357,sub-56,speaking,STS,cca,0.07811991510812515
1358,sub-56,speaking,temporal,cca,0.04983646897945189
1359,sub-56,speaking,frontal,cca,0.06032817665493786
1360,sub-56,turn taking,MT,cca,0.05528214895482928
1361,sub-56,turn taking,STS,cca,0.0719419563197397
1362,sub-56,turn taking,temporal,cca,0.013067548249992279
1363,sub-56,turn taking,frontal,cca,0.06060311944834207
1364,sub-56,mentalization,MT,cca,0.04263461129082278
1365,sub-56,mentalization,STS,cca,0.027498021118916683
1366,sub-56,mentalization,temporal,cca,0.08079367294065176
1367,sub-56,mentalization,frontal,cca,-0.019859118598593038
1368,sub-56,written text,MT,cca,0.07581729711916996
1369,sub-56,written text,STS,cca,0.06249050290247922
1370,sub-56,written text,temporal,cca,-0.04347697571625817
1371,sub-56,written text,frontal,cca,0.07908752487840434
1372,sub-57,pixel,MT,cca,0.05670611777982526
1373,sub-57,pixel,STS,cca,0.04351345522042349
1374,sub-57,pixel,temporal,cca,0.036224035607806335
1375,sub-57,pixel,frontal,cca,0.1352123533014217
1376,sub-57,hue,MT,cca,-0.008076374527756336
1377,sub-57,hue,STS,cca,0.056362628525574054
1378,sub-57,hue,temporal,cca,0.04574627631279349
1379,sub-57,hue,frontal,cca,-0.08362752298817093
1380,sub-57,face,MT,cca,0.05269804802087548
1381,sub-57,face,STS,cca,0.038585344675198384
1382,sub-57,face,temporal,cca,-0.01818787480245172
1383,sub-57,face,frontal,cca,0.07781216305861194
1384,sub-57,number of agents,MT,cca,-0.02667183532116235
1385,sub-57,number of agents,STS,cca,-0.01444557203342518
1386,sub-57,number of agents,temporal,cca,0.0002580809884739521
1387,sub-57,number of agents,frontal,cca,0.0443446436592984
1388,sub-57,social,MT,cca,0.07083708653216689
1389,sub-57,social,STS,cca,0.027836301531320728
1390,sub-57,social,temporal,cca,0.0375302396221812
1391,sub-57,social,frontal,cca,0.08477132502831083
1392,sub-57,valence,MT,cca,-0.014082929192355476
1393,sub-57,valence,STS,cca,-0.036658440739942934
1394,sub-57,valence,temporal,cca,-0.022718983488881593
1395,sub-57,valence,frontal,cca,0.15781114999987575
1396,sub-57,arousal,MT,cca,0.044495130776543636
1397,sub-57,arousal,STS,cca,0.03626476868044348
1398,sub-57,arousal,temporal,cca,0.08081433829430547
1399,sub-57,arousal,frontal,cca,0.06704533153993122
1400,sub-57,pitch,MT,cca,-0.07079195258643527
1401,sub-57,pitch,STS,cca,-0.05570369035223608
1402,sub-57,pitch,temporal,cca,0.06442409879756772
1403,sub-57,pitch,frontal,cca,0.022893828311868057
1404,sub-57,amplitude,MT,cca,-0.017791787162566776
1405,sub-57,amplitude,STS,cca,-0.06419636587776993
1406,sub-57,amplitude,temporal,cca,-0.009298457842070462
1407,sub-57,amplitude,frontal,cca,0.07281597204559902
1408,sub-57,music,MT,cca,0.031529440028513635
1409,sub-57,music,STS,cca,0.003871323536015625
1410,sub-57,music,temporal,cca,0.037374928981642255
1411,sub-57,music,frontal,cca,-0.12849524411219176
1412,sub-57,speaking,MT,cca,0.050151652720145726
1413,sub-57,speaking,STS,cca,0.010112018200384631
1414,sub-57,speaking,temporal,cca,0.0704865263470793
1415,sub-57,speaking,frontal,cca,-0.009948882951290506
1416,sub-57,turn taking,MT,cca,0.0008903130198750109
1417,sub-57,turn taking,STS,cca,0.001125392284883664
1418,sub-57,turn taking,temporal,cca,0.03808932091979596
1419,sub-57,turn taking,frontal,cca,0.05805552079159502
1420,sub-57,mentalization,MT,cca,0.026228470272628444
1421,sub-57,mentalization,STS,cca,-0.015583063899352023
1422,sub-57,mentalization,temporal,cca,0.057483843399585455
1423,sub-57,mentalization,frontal,cca,-0.03475786999331232
1424,sub-57,written text,MT,cca,0.059409997255334336
1425,sub-57,written text,STS,cca,0.03495181798438316
1426,sub-57,written text,temporal,cca,0.00477251595688899
1427,sub-57,written text,frontal,cca,0.08014037259966138
1428,sub-58,pixel,MT,cca,0.038340617148457934
1429,sub-58,pixel,STS,cca,-0.08406103445222206
1430,sub-58,pixel,temporal,cca,-0.08406103445222206
1431,sub-58,pixel,frontal,cca,-0.08406103445222206
1432,sub-58,hue,MT,cca,0.09611945376403722
1433,sub-58,hue,STS,cca,-0.036079072954187
1434,sub-58,hue,temporal,cca,-0.036079072954187
1435,sub-58,hue,frontal,cca,-0.036079072954187
1436,sub-58,face,MT,cca,0.033358175538530044
1437,sub-58,face,STS,cca,-0.03555082780418615
1438,sub-58,face,temporal,cca,-0.03555082780418615
1439,sub-58,face,frontal,cca,-0.03555082780418615
1440,sub-58,number of agents,MT,cca,0.01734668577765186
1441,sub-58,number of agents,STS,cca,-0.02230448692462501
1442,sub-58,number of agents,temporal,cca,-0.02230448692462501
1443,sub-58,number of agents,frontal,cca,-0.02230448692462501
1444,sub-58,social,MT,cca,-0.04305069570568729
1445,sub-58,social,STS,cca,0.05395075723886191
1446,sub-58,social,temporal,cca,0.05395075723886191
1447,sub-58,social,frontal,cca,0.05395075723886191
1448,sub-58,valence,MT,cca,0.1661339852565021
1449,sub-58,valence,STS,cca,-0.06231730580299746
1450,sub-58,valence,temporal,cca,-0.06231730580299746
1451,sub-58,valence,frontal,cca,-0.06231730580299746
1452,sub-58,arousal,MT,cca,0.06760241445068593
1453,sub-58,arousal,STS,cca,0.12023298699502498
1454,sub-58,arousal,temporal,cca,0.12023298699502498
1455,sub-58,arousal,frontal,cca,0.12023298699502498
1456,sub-58,pitch,MT,cca,-0.019755907520613715
1457,sub-58,pitch,STS,cca,-0.10284310195334134
1458,sub-58,pitch,temporal,cca,-0.10284310195334134
1459,sub-58,pitch,frontal,cca,-0.10284310195334134
1460,sub-58,amplitude,MT,cca,0.058816667914065146
1461,sub-58,amplitude,STS,cca,0.07972834137553893
1462,sub-58,amplitude,temporal,cca,0.07972834137553893
1463,sub-58,amplitude,frontal,cca,0.07972834137553893
1464,sub-58,music,MT,cca,0.05067611997650934
1465,sub-58,music,STS,cca,0.07474522353407309
1466,sub-58,music,temporal,cca,0.07474522353407309
1467,sub-58,music,frontal,cca,0.07474522353407309
1468,sub-58,speaking,MT,cca,0.0014279671286193674
1469,sub-58,speaking,STS,cca,0.045629722991382723
1470,sub-58,speaking,temporal,cca,0.045629722991382723
1471,sub-58,speaking,frontal,cca,0.045629722991382723
1472,sub-58,turn taking,MT,cca,-0.014894962937566158
1473,sub-58,turn taking,STS,cca,0.02869241094066577
1474,sub-58,turn taking,temporal,cca,0.02869241094066577
1475,sub-58,turn taking,frontal,cca,0.02869241094066577
1476,sub-58,mentalization,MT,cca,0.051119067205073906
1477,sub-58,mentalization,STS,cca,0.06429924650661337
1478,sub-58,mentalization,temporal,cca,0.06429924650661337
1479,sub-58,mentalization,frontal,cca,0.06429924650661337
1480,sub-58,written text,MT,cca,-0.021292899469094052
1481,sub-58,written text,STS,cca,0.0781071423069108
1482,sub-58,written text,temporal,cca,0.0781071423069108
1483,sub-58,written text,frontal,cca,0.0781071423069108
1484,sub-60,pixel,MT,cca,0.1323057256755742
1485,sub-60,pixel,STS,cca,0.016742567123479435
1486,sub-60,pixel,temporal,cca,-0.0417504431841554
1487,sub-60,pixel,frontal,cca,0.09920719803637992
1488,sub-60,hue,MT,cca,0.006370549258680103
1489,sub-60,hue,STS,cca,0.03787954244605076
1490,sub-60,hue,temporal,cca,-0.01536830684457673
1491,sub-60,hue,frontal,cca,0.13897979170835736
1492,sub-60,face,MT,cca,0.049499513484890054
1493,sub-60,face,STS,cca,0.08303182407153482
1494,sub-60,face,temporal,cca,0.05047051529214954
1495,sub-60,face,frontal,cca,0.026660630889816073
1496,sub-60,number of agents,MT,cca,0.032140743467047914
1497,sub-60,number of agents,STS,cca,0.020221823970573528
1498,sub-60,number of agents,temporal,cca,-0.08180225207152811
1499,sub-60,number of agents,frontal,cca,0.06820481987789906
1500,sub-60,social,MT,cca,0.03173224268952668
1501,sub-60,social,STS,cca,0.034958572637623565
1502,sub-60,social,temporal,cca,-0.020306058633046707
1503,sub-60,social,frontal,cca,-0.02367386064094492
1504,sub-60,valence,MT,cca,0.08919348462876746
1505,sub-60,valence,STS,cca,0.07001760845270728
1506,sub-60,valence,temporal,cca,0.032032196832238145
1507,sub-60,valence,frontal,cca,0.061439712585311446
1508,sub-60,arousal,MT,cca,0.03068562762616218
1509,sub-60,arousal,STS,cca,0.12346588516472465
1510,sub-60,arousal,temporal,cca,0.04379686813109331
1511,sub-60,arousal,frontal,cca,0.0936048637742489
1512,sub-60,pitch,MT,cca,0.06580265355307438
1513,sub-60,pitch,STS,cca,0.050967528113015435
1514,sub-60,pitch,temporal,cca,0.041222496952321094
1515,sub-60,pitch,frontal,cca,-0.028668674869689735
1516,sub-60,amplitude,MT,cca,0.002762251943157867
1517,sub-60,amplitude,STS,cca,0.014576557113072108
1518,sub-60,amplitude,temporal,cca,0.042605071253048174
1519,sub-60,amplitude,frontal,cca,0.025403350506176613
1520,sub-60,music,MT,cca,0.04575454742691587
1521,sub-60,music,STS,cca,0.12043118304203512
1522,sub-60,music,temporal,cca,-0.005474490801136778
1523,sub-60,music,frontal,cca,0.057856699577623585
1524,sub-60,speaking,MT,cca,0.014062020369830796
1525,sub-60,speaking,STS,cca,0.012944825115218795
1526,sub-60,speaking,temporal,cca,0.020852685385348922
1527,sub-60,speaking,frontal,cca,-0.0759417979671196
1528,sub-60,turn taking,MT,cca,0.016573751280637428
1529,sub-60,turn taking,STS,cca,0.059461233778781805
1530,sub-60,turn taking,temporal,cca,-0.015063939142302151
1531,sub-60,turn taking,frontal,cca,-0.04985125112099427
1532,sub-60,mentalization,MT,cca,0.08171539997268588
1533,sub-60,mentalization,STS,cca,0.0375389302296909
1534,sub-60,mentalization,temporal,cca,0.047130416960619106
1535,sub-60,mentalization,frontal,cca,0.09306295281102203
1536,sub-60,written text,MT,cca,0.016464202516060133
1537,sub-60,written text,STS,cca,0.03871570881925608
1538,sub-60,written text,temporal,cca,-0.024150228481904866
1539,sub-60,written text,frontal,cca,0.04407081561188793
1540,sub-61,pixel,MT,cca,-0.004167138460295883
1541,sub-61,pixel,STS,cca,0.1581691810537106
1542,sub-61,pixel,temporal,cca,-0.022232395234772072
1543,sub-61,pixel,frontal,cca,0.005670264488018484
1544,sub-61,hue,MT,cca,0.00986465185419283
1545,sub-61,hue,STS,cca,0.008881838195466507
1546,sub-61,hue,temporal,cca,0.007385522464193883
1547,sub-61,hue,frontal,cca,0.004742715102036943
1548,sub-61,face,MT,cca,0.028506375213484425
1549,sub-61,face,STS,cca,0.046505048455908284
1550,sub-61,face,temporal,cca,0.03880231229065467
1551,sub-61,face,frontal,cca,-0.003954999723857999
1552,sub-61,number of agents,MT,cca,0.025020613305105542
1553,sub-61,number of agents,STS,cca,0.008163105868189312
1554,sub-61,number of agents,temporal,cca,-0.08026013617203683
1555,sub-61,number of agents,frontal,cca,-0.03618537126014816
1556,sub-61,social,MT,cca,0.03915992601294101
1557,sub-61,social,STS,cca,0.011747406366903945
1558,sub-61,social,temporal,cca,0.0404501615427076
1559,sub-61,social,frontal,cca,0.0450411179934038
1560,sub-61,valence,MT,cca,0.05070851389583497
1561,sub-61,valence,STS,cca,0.13401262700067787
1562,sub-61,valence,temporal,cca,0.07832448314818144
1563,sub-61,valence,frontal,cca,0.16760664101906184
1564,sub-61,arousal,MT,cca,0.018547994789329936
1565,sub-61,arousal,STS,cca,-0.11087515942030761
